index,Job Title,Rating,Company Name,Location,Headquarters,Size (Employees),Founded,Type of ownership,Industry,Sector,Revenue (USD),Minimum Salary ($),Maximum Salary ($),Skills
420,Data Scientist,4.1,DCS Corp,Hampton,Alexandria,'1001-5000,1977.0,Company - Private,Research & Development,Business Services,100-500 million,79000.0,133000.0,"['python', 'java', 'c++', 'linux', 'cloud', 'excel', 'machine learning', 'artificial intelligence', 'statistics', 'mathematics', 'computer science', 'data science', 'time series', 'big data', 'ts/sci']"
421,Data Scientist,2.1,Hive (CA),San Francisco,Los Angeles,'Unknown,2019.0,Company - Private,Telecommunications Services,Telecommunications,,79000.0,133000.0,"['python', 'sql', 'scala', 'c++', 'linux', 'matlab', 'spark', 'hadoop', 'hive', 'docker', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science']"
422,Machine Learning Engineer,4.8,Jane Street,New York,New York,'501-1000,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,79000.0,133000.0,"['tensorflow', 'pytorch', 'machine learning', 'ml', 'ai']"
423,Data Scientist,4.5,Envision LLC,Saint Louis,Saint Louis,'201-500,1994.0,Company - Private,Staffing & Outsourcing,Business Services,25-50 million,69000.0,116000.0,"['python', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics']"
424,Data Scientist,4.0,Autodesk,San Francisco,San Rafael,'5001-10000,1982.0,Company - Public,Computer Hardware & Software,Information Technology,2-5 billion,69000.0,116000.0,"['python', 'matlab', 'aws', 'spark', 'hadoop', 'hive', 'azure', 'gcp', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'computer science', 'data science', 'data mining', 'big data']"
425,Data Scientist,3.3,Hackensack Meridian Health,Edison,Edison,'10000+,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,5-10 billion,69000.0,116000.0,"['python', 'java', 'sas', 'c++', 'tableau', 'power bi', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'data science', 'data mining']"
426,Data Scientist,3.9,Novartis,Cambridge,Basel,'10000+,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,69000.0,116000.0,"['ai', 'artificial intelligence', 'data science']"
427,Data Scientist,3.2,Net2Source Inc.,Alpharetta,Somerset,'1001-5000,2007.0,Company - Private,Staffing & Outsourcing,Business Services,100-500 million,69000.0,116000.0,"['python', 'sql', 'java', 'scala', 'c++', 'linux', 'spark', 'hadoop', 'excel', 'machine learning', 'ai', 'deep learning', 'nlp', 'statistics', 'computer science', 'data science']"
428,Data Scientist,3.2,The Trade Desk,Boulder,Ventura,'1001-5000,2009.0,Company - Public,Internet,Information Technology,,69000.0,116000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'natural language processing', 'data science', 'big data']"
429,Data Scientist,3.7,IBM,Atlanta,Armonk,'10000+,1911.0,Company - Public,IT Services,Information Technology,10+ billion,69000.0,116000.0,"['python', 'scala', 'aws', 'excel', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'data science', 'clustering']"
430,Data Scientist,4.4,Knowesis Inc.,Falls Church,Fairfax,'51-200,2007.0,Company - Private,Consulting,Business Services,25-50 million,69000.0,116000.0,"['python', 'sql', 'sas', 'aws', 'hadoop', 'tableau', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'computer science', 'data science', 'regression', 'clustering', 'time series', 'data mining', 'security clearance', 'clearance', 'secret clearance']"
431,Data Scientist,3.1,MoTek Technologies,Mountain View,San Jose,'1-50,2009.0,Company - Private,IT Services,Information Technology,1-5 million,69000.0,116000.0,"['python', 'sql', 'hive', 'excel', 'ai']"
432,Data Scientist,3.3,The Davey Tree Expert Company,Kent,Kent,'10000+,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,1-2 billion,69000.0,116000.0,"['python', 'sql', 'scala', 'cloud', 'excel', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science']"
433,Data Scientist,3.5,HPOne,Trumbull,Trumbull,'501-1000,2006.0,Company - Private,Insurance Carriers,Insurance,50-100 million,69000.0,116000.0,"['python', 'java', 'sas', 'etl', 'tableau', 'excel', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'regression', 'data mining']"
434,Data Scientist,,Stride Search,San Francisco,Westlake Village,'1-50,,Company - Private,,,Less than 1 million,69000.0,116000.0,"['python', 'java', 'scala', 'julia', 'machine learning', 'ml', 'ai', 'predictive modeling', 'data science', 'exploratory data analysis', 'data mining']"
435,Machine Learning Engineer,2.6,Software Engineering Institute,Pittsburgh,Pittsburgh,'501-1000,1984.0,College / University,Colleges & Universities,Education,,69000.0,116000.0,"['python', 'java', 'scala', 'etl', 'tensorflow', 'pytorch', 'machine learning', 'ai', 'artificial intelligence', 'natural language processing', 'computer science', 'security clearance', 'clearance']"
436,Data Scientist,,Blue Cloak LLC,Sterling,,,,,,,,69000.0,116000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'hive', 'etl', 'kafka', 'cloud', 'tableau', 'tensorflow', 'scikit-learn', 'keras', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining', 'clearance', 'secret clearance']"
437,Data Scientist,2.7,TBWA\Chiat\Day,New York,New York,'1001-5000,1968.0,Company - Public,Advertising & Marketing,Business Services,100-500 million,69000.0,116000.0,"['python', 'sql', 'tableau', 'excel', 'power bi', 'ai', 'data science', 'time series']"
438,Data Scientist,3.5,ThreeBridge Solutions,Alpharetta,Minneapolis,'501-1000,2009.0,Company - Private,Consulting,Business Services,,69000.0,116000.0,"['python', 'sql', 'gcp', 'tensorflow', 'machine learning', 'ai', 'deep learning']"
439,Data Scientist,3.2,"Numeric, LLC",Philadelphia,Chadds Ford,'1-50,,Company - Private,Staffing & Outsourcing,Business Services,5-10 million,69000.0,116000.0,"['python', 'sql', 'linux', 'aws', 'spark', 'hadoop', 'cloud', 'machine learning', 'ai', 'computer science', 'data mining', 'big data']"
440,Data Analyst,3.8,Dermalogica,Carson,Carson,'201-500,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,100-500 million,69000.0,116000.0,"['python', 'sql', 'sas', 'etl', 'tableau', 'ai', 'computer science']"
441,Data Scientist,4.2,Centraprise,Foster City,Edison,'51-200,,Company - Private,IT Services,Information Technology,Less than 1 million,69000.0,116000.0,"['python', 'sql', 'machine learning', 'statistics', 'computer science', 'data science']"
442,Data Scientist,4.8,TechProjects,New York,North Brunswick,'1-50,2011.0,Company - Private,IT Services,Information Technology,,69000.0,116000.0,"['python', 'sql', 'etl', 'tableau', 'excel', 'ai', 'data science', 'data mining']"
443,Data Scientist,4.2,DW Simpson,Frederick,Chicago,'51-200,1989.0,Company - Private,Staffing & Outsourcing,Business Services,10-25 million,69000.0,116000.0,"['python', 'sql', 'tableau', 'excel', 'predictive modeling']"
444,Machine Learning Engineer,3.3,Tempus Labs,Chicago,Chicago,'501-1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,31000.0,56000.0,"['python', 'sql', 'java', 'linux', 'javascript', 'html', 'css', 'aws', 'docker', 'cloud', 'tensorflow', 'pytorch', 'scikit-learn', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'data science', 'regression', 'clustering']"
445,Data Scientist,4.0,Grid Dynamics,Santa Clara,San Ramon,'1001-5000,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,50-100 million,31000.0,56000.0,"['python', 'sql', 'sas', 'cloud', 'tableau', 'excel', 'ai', 'data science', 'big data']"
446,Data Analyst,3.7,Protolabs,Maple Plain,Maple Plain,'1001-5000,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,100-500 million,31000.0,56000.0,"['sql', 'sas', 'etl', 'ai', 'computer science']"
447,Data Scientist,3.9,LinQuest,Colorado Springs,Los Angeles,'501-1000,2004.0,Company - Private,Aerospace & Defense,Aerospace & Defense,50-100 million,31000.0,56000.0,"['python', 'sql', 'tableau', 'excel', 'power bi', 'looker', 'ai', 'statistics', 'computer science', 'clearance', 'secret clearance']"
448,Data Engineer,3.5,Western Digital,San Jose,San Jose,'10000+,1970.0,Company - Public,Computer Hardware & Software,Information Technology,10+ billion,31000.0,56000.0,"['python', 'java', 'sas', 'c++', 'aws', 'spark', 'hadoop', 'kubernetes', 'kafka', 'machine learning', 'ai', 'deep learning', 'computer science']"
449,Data Scientist,4.0,Trexquant Investment,United States,Stamford,'1-50,2012.0,Company - Private,Investment Banking & Asset Management,Finance,,31000.0,56000.0,"['python', 'sql', 'linux', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science']"
450,Data Scientist,3.0,Ameritas Life Insurance Corp,Cincinnati,Lincoln,'1001-5000,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,2-5 billion,31000.0,56000.0,['ai']
451,Data Scientist,3.7,Fleetcor,Atlanta,Atlanta,'5001-10000,2000.0,Company - Public,Financial Transaction Processing,Finance,2-5 billion,31000.0,56000.0,"['python', 'sas', 'tableau', 'excel', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'clustering', 'data mining']"
452,Data Scientist,4.5,Radiant Digital,Washington,New York,'1-50,,Company - Private,,,Less than 1 million,31000.0,56000.0,"['python', 'sql', 'java', 'scala', 'spark', 'hadoop', 'hive', 'excel']"
453,Data Scientist,2.8,Child Care Aware of America,Arlington,Arlington,'51-200,1987.0,Nonprofit Organization,Social Assistance,Non-Profit,25-50 million,31000.0,56000.0,"['python', 'sql', 'aws', 'azure', 'nosql', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'computer science', 'data science']"
454,Data Scientist,4.1,IntelliPro Group Inc.,Santa Clara,Santa Clara,'201-500,,Company - Private,,,10-25 million,31000.0,56000.0,"['python', 'scala', 'hadoop', 'hive', 'excel', 'machine learning', 'statistics', 'computer science', 'data science', 'regression', 'data mining']"
455,Data Scientist,4.7,Praxis Engineering,Chantilly,Annapolis Junction,'201-500,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,100-500 million,31000.0,56000.0,"['sql', 'java', 'linux', 'javascript', 'aws', 'etl', 'cloud', 'ml', 'ai', 'big data', 'clearance', 'ts/sci']"
456,Data Scientist,3.4,USI,Southfield,Saint Paul,'1001-5000,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",100-500 million,31000.0,56000.0,"['python', 'sql', 'sas', 'azure', 'etl', 'excel', 'power bi', 'machine learning', 'ml', 'statistics', 'computer science', 'data science']"
457,Data Scientist,3.9,Apex Systems,San Francisco,Glen Allen,'1001-5000,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2-5 billion,31000.0,56000.0,"['sql', 'sas', 'statistics', 'mathematics', 'computer science']"
458,Data Scientist,2.9,"Pragmatics, Inc.",United States,Reston,'201-500,1985.0,Company - Private,IT Services,Information Technology,100-500 million,31000.0,56000.0,"['python', 'java', 'c++', 'aws', 'hadoop', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining', 'clearance', 'secret clearance']"
459,Data Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel,Laurel,'5001-10000,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,1-2 billion,31000.0,56000.0,"['spark', 'excel', 'ai', 'statistics', 'computer science', 'data science', 'security clearance', 'clearance']"
460,Data Scientist,4.9,Cambridge Mobile Telematics,Cambridge,Cambridge,'1-50,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,31000.0,56000.0,"['python', 'scala', 'aws', 'spark', 'cloud', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'computer science', 'time series', 'data mining']"
461,Data Scientist,5.0,Phoenix Operations Group,Annapolis Junction,Woodbine,'1-50,2011.0,Company - Private,IT Services,Information Technology,1-5 million,31000.0,56000.0,"['python', 'scala', 'linux', 'spark', 'cloud', 'machine learning', 'ai', 'artificial intelligence', 'predictive modeling', 'big data', 'security clearance', 'clearance', 'ts/sci']"
462,Data Scientist,3.3,Tempus Labs,Redwood City,Chicago,'501-1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,95000.0,119000.0,"['python', 'sql', 'java', 'linux', 'javascript', 'html', 'css', 'aws', 'scikit-learn', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'regression']"
463,Data Scientist,3.5,The Knot Worldwide,Washington,Chevy Chase,'1001-5000,2019.0,Company - Private,Internet,Information Technology,,95000.0,119000.0,"['python', 'linux', 'aws', 'spark', 'machine learning', 'ai', 'predictive modeling', 'clustering', 'data mining']"
464,Data Scientist,3.5,Crossover Health,San Clemente,Aliso Viejo,'1-50,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,1-5 million,95000.0,119000.0,"['python', 'tableau', 'excel', 'scikit-learn', 'mathematics', 'computer science', 'data science', 'big data']"
465,Data Scientist,4.0,Lorven Technologies Inc,New York,Plainsboro,'1-50,,Company - Private,Accounting,Accounting & Legal,Less than 1 million,95000.0,119000.0,"['python', 'sql', 'nosql', 'machine learning', 'ai', 'data science', 'clustering']"
466,Data Analyst,3.9,Nolij Consulting,Falls Church,Vienna,'51-200,2012.0,Company - Public,Consulting,Business Services,1-5 million,95000.0,119000.0,"['python', 'sql', 'tableau', 'excel', 'qlik', 'ai', 'clearance']"
467,Data Scientist,3.4,Dice.com,Newton,Denver,'201-500,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,100-500 million,95000.0,119000.0,"['python', 'sql', 'matlab', 'aws', 'nosql', 'excel', 'tensorflow', 'pytorch', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'computer science', 'data science', 'time series']"
468,Data Scientist,3.5,Gap Inc.,San Francisco,San Francisco,'10000+,1969.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,10+ billion,95000.0,119000.0,"['python', 'sql', 'spark', 'tensorflow', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'computer science', 'data science', 'big data']"
469,Data Scientist,4.7,"Tygart Technology, Inc",Washington,Fairmont,'1-50,,Company - Private,,,1-5 million,95000.0,119000.0,"['python', 'sql', 'sas', 'hadoop', 'hive', 'excel', 'machine learning', 'ai', 'natural language processing', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'clustering', 'data mining', 'big data', 'security clearance', 'clearance']"
470,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,95000.0,119000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
471,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,95000.0,119000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
472,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,95000.0,119000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
473,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,95000.0,119000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
474,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,95000.0,119000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
475,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,95000.0,119000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
476,Data Scientist,4.6,Murray Resources,The Woodlands,Houston,'1-50,1988.0,Company - Private,Staffing & Outsourcing,Business Services,10-25 million,95000.0,119000.0,"['python', 'sql', 'c++', 'matlab', 'hadoop', 'tableau', 'excel', 'statistics', 'mathematics', 'computer science', 'data science']"
477,Data Scientist,4.0,New York Technology Partners,Seattle,Jersey City,'51-200,1999.0,Company - Private,Computer Hardware & Software,Information Technology,10-25 million,95000.0,119000.0,"['python', 'sql', 'aws', 'spark', 'hadoop', 'azure', 'gcp', 'cloud', 'excel', 'machine learning', 'deep learning', 'nlp', 'statistics', 'computer science']"
478,Data Scientist,4.0,Two95 International Inc.,Chicago,Cherry Hill,'1-50,,Company - Private,Staffing & Outsourcing,Business Services,1-5 million,95000.0,119000.0,"['python', 'sql', 'sas', 'scala', 'scikit-learn', 'ai']"
479,Data Scientist,,Sophinea,Chantilly,,'1-50,,Unknown,,,,95000.0,119000.0,"['sql', 'ai', 'computer science', 'data science', 'security clearance', 'clearance']"
480,Data Scientist,4.7,CRS Group,Chicago,Itasca,'51-200,1994.0,Company - Private,Staffing & Outsourcing,Business Services,10-25 million,95000.0,119000.0,['data science']
